condition,measured_against,story_id,t,steered_turn,steer_mode,steer_strength,cosine_sim,projection,response_text
neutral_control,calm,5,8,0,t0_only,0.0,-0.3383391201496124,-105.58673095703125,"US Dollar's Nickname: ""Peasant Coin""Just how much does a megaphone weigh?Why are we speaking Russian?Why is it that such creative forms of"
neutral_control,calm,5,9,0,t0_only,0.0,-0.33750706911087036,-103.81295776367188,"Is it possible to conceive of the USA without the ever present volcanoes?How do the countries of Africa, South America and the Middle East depend on the US?How do"
neutral_control,calm,5,10,0,t0_only,0.0,-0.34083008766174316,-103.6907958984375,"A fire is warmer than a fire?How much of a bee can land on a human being?Why has New Zealand, Canada and Australia all lost their winter weather?How"
neutral_control,proud,5,0,0,t0_only,0.0,-0.29126447439193726,-96.19842529296875,"The truck was administered a special test before it proceeded with the load — it was checked for cracks, spills and gas leaks. The truck was then placed in a steel tank that"
neutral_control,proud,5,1,0,t0_only,0.0,-0.2999016046524048,-99.22757720947266,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the UK"
neutral_control,proud,5,2,0,t0_only,0.0,-0.31136876344680786,-100.59056854248047,"While this is an extremely important issue for many people, we now know that water causes the seven day freezing point of water in the atmosphere. Having said that, this"
neutral_control,proud,5,3,0,t0_only,0.0,-0.2743639647960663,-84.7003173828125,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the back and forth between the Democrat and the Republican Party"
neutral_control,proud,5,4,0,t0_only,0.0,-0.2823508083820343,-87.74713134765625,"Looking back, I wish I could have linked to this blog but the link was like a third party. It's been going on for a little while and I really don't"
neutral_control,proud,5,5,0,t0_only,0.0,-0.2861511707305908,-90.33975219726562,"Is it possible to be a cultural entrepreneur, idealist, feminist or fascist?Exploring Trumpism in the context of the US electionAlmost everything I wrote prior to the election"
neutral_control,proud,5,6,0,t0_only,0.0,-0.27835071086883545,-84.41961669921875,Liberia = New Zealand websiteState is not capital of New ZealandJournalist who was arrested for anti-Islam comments in BrazilWhat's the capital of the US?Oklahoma
neutral_control,proud,5,7,0,t0_only,0.0,-0.29186129570007324,-85.15872192382812,"What's the number of 'bites' you can make from a cup of coffee?NODON, LLC, Menlo Park, CAChannel: http://www."
neutral_control,proud,5,8,0,t0_only,0.0,-0.2800885736942291,-87.40827941894531,"US Dollar's Nickname: ""Peasant Coin""Just how much does a megaphone weigh?Why are we speaking Russian?Why is it that such creative forms of"
neutral_control,proud,5,9,0,t0_only,0.0,-0.28225597739219666,-86.81841278076172,"Is it possible to conceive of the USA without the ever present volcanoes?How do the countries of Africa, South America and the Middle East depend on the US?How do"
neutral_control,proud,5,10,0,t0_only,0.0,-0.28385159373283386,-86.35621643066406,"A fire is warmer than a fire?How much of a bee can land on a human being?Why has New Zealand, Canada and Australia all lost their winter weather?How"
neutral_control,sad,5,0,0,t0_only,0.0,-0.32202672958374023,-106.35852813720703,"The truck was administered a special test before it proceeded with the load — it was checked for cracks, spills and gas leaks. The truck was then placed in a steel tank that"
neutral_control,sad,5,1,0,t0_only,0.0,-0.32899755239486694,-108.85446166992188,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the UK"
neutral_control,sad,5,2,0,t0_only,0.0,-0.3405294716358185,-110.01121520996094,"While this is an extremely important issue for many people, we now know that water causes the seven day freezing point of water in the atmosphere. Having said that, this"
neutral_control,sad,5,3,0,t0_only,0.0,-0.3031214773654938,-93.57820129394531,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the back and forth between the Democrat and the Republican Party"
neutral_control,sad,5,4,0,t0_only,0.0,-0.3048996031284332,-94.75469970703125,"Looking back, I wish I could have linked to this blog but the link was like a third party. It's been going on for a little while and I really don't"
neutral_control,sad,5,5,0,t0_only,0.0,-0.31591686606407166,-99.73698425292969,"Is it possible to be a cultural entrepreneur, idealist, feminist or fascist?Exploring Trumpism in the context of the US electionAlmost everything I wrote prior to the election"
neutral_control,sad,5,6,0,t0_only,0.0,-0.3040462136268616,-92.21269226074219,Liberia = New Zealand websiteState is not capital of New ZealandJournalist who was arrested for anti-Islam comments in BrazilWhat's the capital of the US?Oklahoma
neutral_control,sad,5,7,0,t0_only,0.0,-0.3118976354598999,-91.00489044189453,"What's the number of 'bites' you can make from a cup of coffee?NODON, LLC, Menlo Park, CAChannel: http://www."
neutral_control,sad,5,8,0,t0_only,0.0,-0.3062298893928528,-95.5662841796875,"US Dollar's Nickname: ""Peasant Coin""Just how much does a megaphone weigh?Why are we speaking Russian?Why is it that such creative forms of"
neutral_control,sad,5,9,0,t0_only,0.0,-0.3092104196548462,-95.10926818847656,"Is it possible to conceive of the USA without the ever present volcanoes?How do the countries of Africa, South America and the Middle East depend on the US?How do"
neutral_control,sad,5,10,0,t0_only,0.0,-0.30716240406036377,-93.44807434082031,"A fire is warmer than a fire?How much of a bee can land on a human being?Why has New Zealand, Canada and Australia all lost their winter weather?How"
neutral_control,desperate,5,0,0,t0_only,0.0,-0.3107708990573883,-102.6409683227539,"The truck was administered a special test before it proceeded with the load — it was checked for cracks, spills and gas leaks. The truck was then placed in a steel tank that"
neutral_control,desperate,5,1,0,t0_only,0.0,-0.33927270770072937,-112.2541732788086,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the UK"
neutral_control,desperate,5,2,0,t0_only,0.0,-0.339532732963562,-109.68920135498047,"While this is an extremely important issue for many people, we now know that water causes the seven day freezing point of water in the atmosphere. Having said that, this"
neutral_control,desperate,5,3,0,t0_only,0.0,-0.3035070598125458,-93.69721984863281,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the back and forth between the Democrat and the Republican Party"
neutral_control,desperate,5,4,0,t0_only,0.0,-0.3043615221977234,-94.58747100830078,"Looking back, I wish I could have linked to this blog but the link was like a third party. It's been going on for a little while and I really don't"
neutral_control,desperate,5,5,0,t0_only,0.0,-0.32136842608451843,-101.45806884765625,"Is it possible to be a cultural entrepreneur, idealist, feminist or fascist?Exploring Trumpism in the context of the US electionAlmost everything I wrote prior to the election"
neutral_control,desperate,5,6,0,t0_only,0.0,-0.3129051923751831,-94.89947509765625,Liberia = New Zealand websiteState is not capital of New ZealandJournalist who was arrested for anti-Islam comments in BrazilWhat's the capital of the US?Oklahoma
neutral_control,desperate,5,7,0,t0_only,0.0,-0.320352166891098,-93.47172546386719,"What's the number of 'bites' you can make from a cup of coffee?NODON, LLC, Menlo Park, CAChannel: http://www."
neutral_control,desperate,5,8,0,t0_only,0.0,-0.30767202377319336,-96.01634216308594,"US Dollar's Nickname: ""Peasant Coin""Just how much does a megaphone weigh?Why are we speaking Russian?Why is it that such creative forms of"
neutral_control,desperate,5,9,0,t0_only,0.0,-0.3155283033847809,-97.05256652832031,"Is it possible to conceive of the USA without the ever present volcanoes?How do the countries of Africa, South America and the Middle East depend on the US?How do"
neutral_control,desperate,5,10,0,t0_only,0.0,-0.3132448196411133,-95.29853820800781,"A fire is warmer than a fire?How much of a bee can land on a human being?Why has New Zealand, Canada and Australia all lost their winter weather?How"
neutral_control,angry,5,0,0,t0_only,0.0,-0.37579742074012756,-124.11785125732422,"The truck was administered a special test before it proceeded with the load — it was checked for cracks, spills and gas leaks. The truck was then placed in a steel tank that"
neutral_control,angry,5,1,0,t0_only,0.0,-0.38985827565193176,-128.99127197265625,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the UK"
neutral_control,angry,5,2,0,t0_only,0.0,-0.40136224031448364,-129.66378784179688,"While this is an extremely important issue for many people, we now know that water causes the seven day freezing point of water in the atmosphere. Having said that, this"
neutral_control,angry,5,3,0,t0_only,0.0,-0.35806918144226074,-110.5413818359375,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the back and forth between the Democrat and the Republican Party"
neutral_control,angry,5,4,0,t0_only,0.0,-0.3723975419998169,-115.73126983642578,"Looking back, I wish I could have linked to this blog but the link was like a third party. It's been going on for a little while and I really don't"
neutral_control,angry,5,5,0,t0_only,0.0,-0.3764339089393616,-118.84258270263672,"Is it possible to be a cultural entrepreneur, idealist, feminist or fascist?Exploring Trumpism in the context of the US electionAlmost everything I wrote prior to the election"
neutral_control,angry,5,6,0,t0_only,0.0,-0.3562479019165039,-108.04467010498047,Liberia = New Zealand websiteState is not capital of New ZealandJournalist who was arrested for anti-Islam comments in BrazilWhat's the capital of the US?Oklahoma
neutral_control,angry,5,7,0,t0_only,0.0,-0.36902713775634766,-107.67403411865234,"What's the number of 'bites' you can make from a cup of coffee?NODON, LLC, Menlo Park, CAChannel: http://www."
neutral_control,angry,5,8,0,t0_only,0.0,-0.3655373454093933,-114.0745849609375,"US Dollar's Nickname: ""Peasant Coin""Just how much does a megaphone weigh?Why are we speaking Russian?Why is it that such creative forms of"
neutral_control,angry,5,9,0,t0_only,0.0,-0.3698408603668213,-113.75845336914062,"Is it possible to conceive of the USA without the ever present volcanoes?How do the countries of Africa, South America and the Middle East depend on the US?How do"
neutral_control,angry,5,10,0,t0_only,0.0,-0.36588016152381897,-111.31178283691406,"A fire is warmer than a fire?How much of a bee can land on a human being?Why has New Zealand, Canada and Australia all lost their winter weather?How"
neutral_control,happy,10,0,0,t0_only,0.0,-0.35660213232040405,-118.53385162353516,"The day of the service was delayed because of the city council meeting — officially closed to the public, but open to elected officials and other dignitaries.

The event"
neutral_control,happy,10,1,0,t0_only,0.0,-0.3233143985271454,-103.72123718261719,"A tortilla salad!Our folks told us they are an innovation for the weekend when you want to watch the Olympics without the traffic, house chores, and the other disappointments"
neutral_control,happy,10,2,0,t0_only,0.0,-0.337427020072937,-104.13906860351562,"How many days a year is Lima a very hot capital city? For this question, we heard the seven day average temperature there is 33.5C. That's higher than"
neutral_control,happy,10,3,0,t0_only,0.0,-0.30847370624542236,-96.2840576171875,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,happy,10,4,0,t0_only,0.0,-0.2964126467704773,-92.51210021972656,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for any other kind of bookshelf. You can only spot a difference"
neutral_control,happy,10,5,0,t0_only,0.0,-0.3038021922111511,-96.56377410888672,Is it in the morning or in the evening?Isn't it warmer or colder?Or is it snowing in the middle of nowhere?Enter Our Red Rooms: The Making
neutral_control,happy,10,6,0,t0_only,0.0,-0.27449822425842285,-81.70677947998047,"Or the heart of Oslo?Or is it here in the little town of Castoria, California?Or how about in La Jolla, California?Or in Santa Cruz,"
neutral_control,happy,10,7,0,t0_only,0.0,-0.3028336763381958,-90.5205078125,"And how many degrees does 'heat' need to be on a printer to print a handwritten letter at 40,000 times per second?And where exactly does a town's central"
neutral_control,happy,10,8,0,t0_only,0.0,-0.28748416900634766,-88.43666076660156,And what's Nick Saban's favorite hangout right now?And how many books do US Representatives have left?What's the highest mountain in the US?And where does the
neutral_control,happy,10,9,0,t0_only,0.0,-0.2839674651622772,-83.92805480957031,And how much 84-year-old Douglas Adams ever spent in Vegas?And how many countries have a population that's less than 10 million?And what's the red color
neutral_control,happy,10,10,0,t0_only,0.0,-0.28682202100753784,-84.84884643554688,And how many banana peels has Stuart in the office with at any one time?And how many pairs of shoes are used in a day?And how many days do you
neutral_control,calm,10,0,0,t0_only,0.0,-0.40207940340042114,-133.650390625,"The day of the service was delayed because of the city council meeting — officially closed to the public, but open to elected officials and other dignitaries.

The event"
neutral_control,calm,10,1,0,t0_only,0.0,-0.379040002822876,-121.59833526611328,"A tortilla salad!Our folks told us they are an innovation for the weekend when you want to watch the Olympics without the traffic, house chores, and the other disappointments"
neutral_control,calm,10,2,0,t0_only,0.0,-0.3795170187950134,-117.12916564941406,"How many days a year is Lima a very hot capital city? For this question, we heard the seven day average temperature there is 33.5C. That's higher than"
neutral_control,calm,10,3,0,t0_only,0.0,-0.34373098611831665,-107.28894805908203,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,calm,10,4,0,t0_only,0.0,-0.3436305820941925,-107.24909973144531,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for any other kind of bookshelf. You can only spot a difference"
neutral_control,calm,10,5,0,t0_only,0.0,-0.3427540063858032,-108.94464111328125,Is it in the morning or in the evening?Isn't it warmer or colder?Or is it snowing in the middle of nowhere?Enter Our Red Rooms: The Making
neutral_control,calm,10,6,0,t0_only,0.0,-0.32782110571861267,-97.57879638671875,"Or the heart of Oslo?Or is it here in the little town of Castoria, California?Or how about in La Jolla, California?Or in Santa Cruz,"
neutral_control,calm,10,7,0,t0_only,0.0,-0.34974387288093567,-104.54251098632812,"And how many degrees does 'heat' need to be on a printer to print a handwritten letter at 40,000 times per second?And where exactly does a town's central"
neutral_control,calm,10,8,0,t0_only,0.0,-0.3379974365234375,-103.97569274902344,And what's Nick Saban's favorite hangout right now?And how many books do US Representatives have left?What's the highest mountain in the US?And where does the
neutral_control,calm,10,9,0,t0_only,0.0,-0.3340139091014862,-98.71952056884766,And how much 84-year-old Douglas Adams ever spent in Vegas?And how many countries have a population that's less than 10 million?And what's the red color
neutral_control,calm,10,10,0,t0_only,0.0,-0.3331573009490967,-98.55593872070312,And how many banana peels has Stuart in the office with at any one time?And how many pairs of shoes are used in a day?And how many days do you
neutral_control,proud,10,0,0,t0_only,0.0,-0.3355374336242676,-111.53196716308594,"The day of the service was delayed because of the city council meeting — officially closed to the public, but open to elected officials and other dignitaries.

The event"
neutral_control,proud,10,1,0,t0_only,0.0,-0.3066454827785492,-98.37373352050781,"A tortilla salad!Our folks told us they are an innovation for the weekend when you want to watch the Olympics without the traffic, house chores, and the other disappointments"
neutral_control,proud,10,2,0,t0_only,0.0,-0.3179909288883209,-98.14056396484375,"How many days a year is Lima a very hot capital city? For this question, we heard the seven day average temperature there is 33.5C. That's higher than"
neutral_control,proud,10,3,0,t0_only,0.0,-0.2812787592411041,-87.79569244384766,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,proud,10,4,0,t0_only,0.0,-0.27341750264167786,-85.33517456054688,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for any other kind of bookshelf. You can only spot a difference"
neutral_control,proud,10,5,0,t0_only,0.0,-0.2910192906856537,-92.50072479248047,Is it in the morning or in the evening?Isn't it warmer or colder?Or is it snowing in the middle of nowhere?Enter Our Red Rooms: The Making
neutral_control,proud,10,6,0,t0_only,0.0,-0.26845884323120117,-79.90910339355469,"Or the heart of Oslo?Or is it here in the little town of Castoria, California?Or how about in La Jolla, California?Or in Santa Cruz,"
neutral_control,proud,10,7,0,t0_only,0.0,-0.29033708572387695,-86.78512573242188,"And how many degrees does 'heat' need to be on a printer to print a handwritten letter at 40,000 times per second?And where exactly does a town's central"
neutral_control,proud,10,8,0,t0_only,0.0,-0.27946946024894714,-85.97114562988281,And what's Nick Saban's favorite hangout right now?And how many books do US Representatives have left?What's the highest mountain in the US?And where does the
neutral_control,proud,10,9,0,t0_only,0.0,-0.27784109115600586,-82.11735534667969,And how much 84-year-old Douglas Adams ever spent in Vegas?And how many countries have a population that's less than 10 million?And what's the red color
neutral_control,proud,10,10,0,t0_only,0.0,-0.28057774901390076,-83.00163269042969,And how many banana peels has Stuart in the office with at any one time?And how many pairs of shoes are used in a day?And how many days do you
neutral_control,sad,10,0,0,t0_only,0.0,-0.35966259241104126,-119.55111694335938,"The day of the service was delayed because of the city council meeting — officially closed to the public, but open to elected officials and other dignitaries.

The event"
neutral_control,sad,10,1,0,t0_only,0.0,-0.3356432616710663,-107.67640686035156,"A tortilla salad!Our folks told us they are an innovation for the weekend when you want to watch the Olympics without the traffic, house chores, and the other disappointments"
neutral_control,sad,10,2,0,t0_only,0.0,-0.3401479125022888,-104.97880554199219,"How many days a year is Lima a very hot capital city? For this question, we heard the seven day average temperature there is 33.5C. That's higher than"
neutral_control,sad,10,3,0,t0_only,0.0,-0.31131985783576965,-97.17244720458984,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,sad,10,4,0,t0_only,0.0,-0.31306397914886475,-97.70907592773438,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for any other kind of bookshelf. You can only spot a difference"
neutral_control,sad,10,5,0,t0_only,0.0,-0.3061143159866333,-97.29869079589844,Is it in the morning or in the evening?Isn't it warmer or colder?Or is it snowing in the middle of nowhere?Enter Our Red Rooms: The Making
neutral_control,sad,10,6,0,t0_only,0.0,-0.28931066393852234,-86.11583709716797,"Or the heart of Oslo?Or is it here in the little town of Castoria, California?Or how about in La Jolla, California?Or in Santa Cruz,"
neutral_control,sad,10,7,0,t0_only,0.0,-0.3156440854072571,-94.34967041015625,"And how many degrees does 'heat' need to be on a printer to print a handwritten letter at 40,000 times per second?And where exactly does a town's central"
neutral_control,sad,10,8,0,t0_only,0.0,-0.30494773387908936,-93.80885314941406,And what's Nick Saban's favorite hangout right now?And how many books do US Representatives have left?What's the highest mountain in the US?And where does the
neutral_control,sad,10,9,0,t0_only,0.0,-0.300442099571228,-88.79720306396484,And how much 84-year-old Douglas Adams ever spent in Vegas?And how many countries have a population that's less than 10 million?And what's the red color
neutral_control,sad,10,10,0,t0_only,0.0,-0.2986520826816559,-88.34846496582031,And how many banana peels has Stuart in the office with at any one time?And how many pairs of shoes are used in a day?And how many days do you
neutral_control,desperate,10,0,0,t0_only,0.0,-0.3618916869163513,-120.29205322265625,"The day of the service was delayed because of the city council meeting — officially closed to the public, but open to elected officials and other dignitaries.

The event"
neutral_control,desperate,10,1,0,t0_only,0.0,-0.3391719460487366,-108.80842590332031,"A tortilla salad!Our folks told us they are an innovation for the weekend when you want to watch the Olympics without the traffic, house chores, and the other disappointments"
neutral_control,desperate,10,2,0,t0_only,0.0,-0.34546568989753723,-106.62001037597656,"How many days a year is Lima a very hot capital city? For this question, we heard the seven day average temperature there is 33.5C. That's higher than"
neutral_control,desperate,10,3,0,t0_only,0.0,-0.310516893863678,-96.92181396484375,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,desperate,10,4,0,t0_only,0.0,-0.3136066496372223,-97.87844848632812,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for any other kind of bookshelf. You can only spot a difference"
neutral_control,desperate,10,5,0,t0_only,0.0,-0.3172008693218231,-100.82254028320312,Is it in the morning or in the evening?Isn't it warmer or colder?Or is it snowing in the middle of nowhere?Enter Our Red Rooms: The Making
neutral_control,desperate,10,6,0,t0_only,0.0,-0.3012615740299225,-89.67313385009766,"Or the heart of Oslo?Or is it here in the little town of Castoria, California?Or how about in La Jolla, California?Or in Santa Cruz,"
neutral_control,desperate,10,7,0,t0_only,0.0,-0.3123425543308258,-93.36282348632812,"And how many degrees does 'heat' need to be on a printer to print a handwritten letter at 40,000 times per second?And where exactly does a town's central"
neutral_control,desperate,10,8,0,t0_only,0.0,-0.30386173725128174,-93.47476959228516,And what's Nick Saban's favorite hangout right now?And how many books do US Representatives have left?What's the highest mountain in the US?And where does the
neutral_control,desperate,10,9,0,t0_only,0.0,-0.30081942677497864,-88.90872192382812,And how much 84-year-old Douglas Adams ever spent in Vegas?And how many countries have a population that's less than 10 million?And what's the red color
neutral_control,desperate,10,10,0,t0_only,0.0,-0.29484638571739197,-87.22264099121094,And how many banana peels has Stuart in the office with at any one time?And how many pairs of shoes are used in a day?And how many days do you
neutral_control,angry,10,0,0,t0_only,0.0,-0.42636770009994507,-141.72377014160156,"The day of the service was delayed because of the city council meeting — officially closed to the public, but open to elected officials and other dignitaries.

The event"
neutral_control,angry,10,1,0,t0_only,0.0,-0.4011862874031067,-128.7030029296875,"A tortilla salad!Our folks told us they are an innovation for the weekend when you want to watch the Olympics without the traffic, house chores, and the other disappointments"
neutral_control,angry,10,2,0,t0_only,0.0,-0.40182411670684814,-124.01374053955078,"How many days a year is Lima a very hot capital city? For this question, we heard the seven day average temperature there is 33.5C. That's higher than"
neutral_control,angry,10,3,0,t0_only,0.0,-0.3688129186630249,-115.1177749633789,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,angry,10,4,0,t0_only,0.0,-0.375185489654541,-117.0975570678711,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for any other kind of bookshelf. You can only spot a difference"
neutral_control,angry,10,5,0,t0_only,0.0,-0.3784676790237427,-120.29624938964844,Is it in the morning or in the evening?Isn't it warmer or colder?Or is it snowing in the middle of nowhere?Enter Our Red Rooms: The Making
neutral_control,angry,10,6,0,t0_only,0.0,-0.3546927869319916,-105.57737731933594,"Or the heart of Oslo?Or is it here in the little town of Castoria, California?Or how about in La Jolla, California?Or in Santa Cruz,"
neutral_control,angry,10,7,0,t0_only,0.0,-0.37126025557518005,-110.9739990234375,"And how many degrees does 'heat' need to be on a printer to print a handwritten letter at 40,000 times per second?And where exactly does a town's central"
neutral_control,angry,10,8,0,t0_only,0.0,-0.3670063614845276,-112.89949035644531,And what's Nick Saban's favorite hangout right now?And how many books do US Representatives have left?What's the highest mountain in the US?And where does the
neutral_control,angry,10,9,0,t0_only,0.0,-0.3601071536540985,-106.43150329589844,And how much 84-year-old Douglas Adams ever spent in Vegas?And how many countries have a population that's less than 10 million?And what's the red color
neutral_control,angry,10,10,0,t0_only,0.0,-0.3583463728427887,-106.00746154785156,And how many banana peels has Stuart in the office with at any one time?And how many pairs of shoes are used in a day?And how many days do you
